InvoiceNo,StockCode,CustomerID,InvoiceDate,Year,Month,YearMonth,Quantity,UnitPrice,Revenue,IsCancelled,Country
540998,22285,15290.0,2011-01-13 10:04:00,2011,1,2011-01,24,1.65,39.599999999999994,False,United Kingdom
541104,22446,,2011-01-13 14:29:00,2011,1,2011-01,4,2.46,9.84,False,United Kingdom
541104,21026,,2011-01-13 14:29:00,2011,1,2011-01,1,0.83,0.83,False,United Kingdom
541104,84078A,,2011-01-13 14:29:00,2011,1,2011-01,1,74.96,74.96,False,United Kingdom
541104,90125C,,2011-01-13 14:29:00,2011,1,2011-01,1,1.63,1.63,False,United Kingdom
541104,22258,,2011-01-13 14:29:00,2011,1,2011-01,1,0.83,0.83,False,United Kingdom
541104,21929,,2011-01-13 14:29:00,2011,1,2011-01,1,4.13,4.13,False,United Kingdom
541120,22377,12490.0,2011-01-14 09:13:00,2011,1,2011-01,20,0.85,17.0,False,France
541123,22399,13385.0,2011-01-14 09:52:00,2011,1,2011-01,12,1.25,15.0,False,United Kingdom
541129,22619,,2011-01-14 10:14:00,2011,1,2011-01,1,7.46,7.46,False,United Kingdom
541130,21876,,2011-01-14 10:15:00,2011,1,2011-01,2,3.29,6.58,False,United Kingdom
541134,22386,15615.0,2011-01-14 10:20:00,2011,1,2011-01,10,1.95,19.5,False,United Kingdom
541138,84997C,12553.0,2011-01-14 10:42:00,2011,1,2011-01,6,3.75,22.5,False,France
541181,22502,12877.0,2011-01-14 11:50:00,2011,1,2011-01,16,4.95,79.2,False,United Kingdom
541214,21845,15570.0,2011-01-14 13:41:00,2011,1,2011-01,6,2.95,17.700000000000003,False,United Kingdom
541219,22471,,2011-01-14 14:06:00,2011,1,2011-01,3,4.13,12.39,False,United Kingdom
541219,84968F,,2011-01-14 14:06:00,2011,1,2011-01,5,8.29,41.449999999999996,False,United Kingdom
541221,20723,,2011-01-14 14:28:00,2011,1,2011-01,14,2.46,34.44,False,United Kingdom
541260,22666,16059.0,2011-01-16 15:44:00,2011,1,2011-01,2,2.95,5.9,False,United Kingdom
541265,85099C,17609.0,2011-01-16 16:23:00,2011,1,2011-01,2,1.95,3.9,False,United Kingdom
541265,85025C,17609.0,2011-01-16 16:23:00,2011,1,2011-01,1,1.65,1.65,False,United Kingdom
541279,22196,18223.0,2011-01-17 11:55:00,2011,1,2011-01,12,0.85,10.2,False,United Kingdom
541292,22133,15596.0,2011-01-17 13:30:00,2011,1,2011-01,12,0.85,10.2,False,United Kingdom
541302,84945,13769.0,2011-01-17 14:18:00,2011,1,2011-01,12,0.85,10.2,False,United Kingdom
541370,22111,18179.0,2011-01-17 14:51:00,2011,1,2011-01,3,4.95,14.850000000000001,False,United Kingdom
541410,47566B,13089.0,2011-01-17 16:06:00,2011,1,2011-01,5,4.65,23.25,False,United Kingdom
541414,21733,18212.0,2011-01-17 16:14:00,2011,1,2011-01,1,2.95,2.95,False,United Kingdom
541421,20717,,2011-01-17 17:44:00,2011,1,2011-01,30,0.83,24.9,False,United Kingdom
541424,90198A,,2011-01-17 17:57:00,2011,1,2011-01,1,4.15,4.15,False,United Kingdom
541424,22325,,2011-01-17 17:57:00,2011,1,2011-01,1,3.29,3.29,False,United Kingdom
541434,C2,14911.0,2011-01-18 10:22:00,2011,1,2011-01,1,50.0,50.0,False,EIRE
541489,21314,15023.0,2011-01-18 13:38:00,2011,1,2011-01,1,2.1,2.1,False,United Kingdom
541493,20718,,2011-01-18 14:29:00,2011,1,2011-01,6,3.29,19.740000000000002,False,United Kingdom
541493,21989,,2011-01-18 14:29:00,2011,1,2011-01,3,1.63,4.89,False,United Kingdom
541497,22728,,2011-01-18 15:19:00,2011,1,2011-01,1,7.46,7.46,False,United Kingdom
541497,22640,,2011-01-18 15:19:00,2011,1,2011-01,15,1.63,24.45,False,United Kingdom
541508,22161,,2011-01-18 16:06:00,2011,1,2011-01,1,1.63,1.63,False,United Kingdom
541516,21259,,2011-01-18 17:34:00,2011,1,2011-01,1,12.46,12.46,False,United Kingdom
541523,21534,17708.0,2011-01-19 10:09:00,2011,1,2011-01,2,4.95,9.9,False,United Kingdom
541523,21528,17708.0,2011-01-19 10:09:00,2011,1,2011-01,3,6.95,20.85,False,United Kingdom
541576,85040A,17097.0,2011-01-19 13:32:00,2011,1,2011-01,2,1.65,3.3,False,Spain
541584,47566b,,2011-01-19 14:12:00,2011,1,2011-01,1,8.29,8.29,False,United Kingdom
541588,21188,14307.0,2011-01-19 14:43:00,2011,1,2011-01,12,2.95,35.400000000000006,False,United Kingdom
541592,85129D,,2011-01-19 15:08:00,2011,1,2011-01,2,2.46,4.92,False,United Kingdom
541592,22438,,2011-01-19 15:08:00,2011,1,2011-01,4,1.63,6.52,False,United Kingdom
541592,47504H,,2011-01-19 15:08:00,2011,1,2011-01,1,3.29,3.29,False,United Kingdom
541596,22271,17602.0,2011-01-19 16:18:00,2011,1,2011-01,2,2.95,5.9,False,United Kingdom
541596,72741,17602.0,2011-01-19 16:19:00,2011,1,2011-01,9,1.45,13.049999999999999,False,United Kingdom
541596,21976,17602.0,2011-01-19 16:19:00,2011,1,2011-01,1,0.55,0.55,False,United Kingdom
541615,22570,16395.0,2011-01-20 10:43:00,2011,1,2011-01,3,3.75,11.25,False,United Kingdom
541631,22382,12637.0,2011-01-20 10:48:00,2011,1,2011-01,10,1.65,16.5,False,France
541670,22666,14911.0,2011-01-20 12:34:00,2011,1,2011-01,48,2.55,122.39999999999999,False,EIRE
541684,22151,15498.0,2011-01-20 15:22:00,2011,1,2011-01,25,0.42,10.5,False,United Kingdom
541684,20961,15498.0,2011-01-20 15:22:00,2011,1,2011-01,21,1.25,26.25,False,United Kingdom
541698,82486,14713.0,2011-01-20 19:16:00,2011,1,2011-01,1,7.95,7.95,False,United Kingdom
541711,21217,14646.0,2011-01-21 11:18:00,2011,1,2011-01,12,8.95,107.39999999999999,False,Netherlands
541809,20724,,2011-01-21 14:59:00,2011,1,2011-01,34,2.46,83.64,False,United Kingdom
541827,21442,,2011-01-21 17:05:00,2011,1,2011-01,17,1.63,27.709999999999997,False,United Kingdom
541827,21212,,2011-01-21 17:05:00,2011,1,2011-01,1,1.25,1.25,False,United Kingdom
541827,90187B,,2011-01-21 17:05:00,2011,1,2011-01,1,3.32,3.32,False,United Kingdom
541827,22117,,2011-01-21 17:05:00,2011,1,2011-01,1,1.63,1.63,False,United Kingdom
541827,22659,,2011-01-21 17:05:00,2011,1,2011-01,1,4.13,4.13,False,United Kingdom
541827,22798,,2011-01-21 17:05:00,2011,1,2011-01,1,5.79,5.79,False,United Kingdom
541830,84050,,2011-01-21 17:09:00,2011,1,2011-01,2,4.13,8.26,False,United Kingdom
541830,84598,,2011-01-21 17:09:00,2011,1,2011-01,7,0.42,2.94,False,United Kingdom
541842,21891,16085.0,2011-01-23 12:07:00,2011,1,2011-01,3,1.25,3.75,False,United Kingdom
541849,85123A,13230.0,2011-01-23 13:34:00,2011,1,2011-01,1,2.95,2.95,False,United Kingdom
C541863,21231,13798.0,2011-01-23 16:08:00,2011,1,2011-01,-9,1.06,-9.540000000000001,True,United Kingdom
541870,20676,,2011-01-24 09:39:00,2011,1,2011-01,5,2.46,12.3,False,United Kingdom
541870,21993,,2011-01-24 09:39:00,2011,1,2011-01,1,2.46,2.46,False,United Kingdom
541975,22629,,2011-01-24 14:24:00,2011,1,2011-01,12,1.95,23.4,False,Hong Kong
541995,20675,13158.0,2011-01-25 09:58:00,2011,1,2011-01,8,1.25,10.0,False,United Kingdom
542006,72741,15218.0,2011-01-25 11:20:00,2011,1,2011-01,9,1.45,13.049999999999999,False,United Kingdom
542059,22030,16757.0,2011-01-25 11:59:00,2011,1,2011-01,12,0.42,5.04,False,United Kingdom
542103,21124,13198.0,2011-01-25 13:26:00,2011,1,2011-01,24,1.25,30.0,False,United Kingdom
542103,21063,13198.0,2011-01-25 13:26:00,2011,1,2011-01,12,0.85,10.2,False,United Kingdom
542107,22913,16222.0,2011-01-25 13:38:00,2011,1,2011-01,1,4.95,4.95,False,United Kingdom
542109,48187,,2011-01-25 13:44:00,2011,1,2011-01,2,12.46,24.92,False,United Kingdom
542112,22423,13168.0,2011-01-25 13:55:00,2011,1,2011-01,2,12.75,25.5,False,United Kingdom
542115,21213,,2011-01-25 14:01:00,2011,1,2011-01,1,2.08,2.08,False,United Kingdom
542208,21212,16422.0,2011-01-26 11:35:00,2011,1,2011-01,120,0.42,50.4,False,United Kingdom
542229,21202,12474.0,2011-01-26 13:38:00,2011,1,2011-01,12,1.65,19.799999999999997,False,Germany
542236,82494L,17027.0,2011-01-26 14:19:00,2011,1,2011-01,1,2.95,2.95,False,United Kingdom
542246,21756,15227.0,2011-01-26 15:31:00,2011,1,2011-01,3,5.95,17.85,False,United Kingdom
542255,22697,,2011-01-26 16:43:00,2011,1,2011-01,6,5.79,34.74,False,United Kingdom
542272,22720,16496.0,2011-01-27 09:42:00,2011,1,2011-01,3,4.95,14.850000000000001,False,United Kingdom
542303,84509B,12539.0,2011-01-27 11:05:00,2011,1,2011-01,4,3.75,15.0,False,Spain
542344,21131,,2011-01-27 11:30:00,2011,1,2011-01,1,8.29,8.29,False,United Kingdom
542344,22983,,2011-01-27 11:30:00,2011,1,2011-01,2,0.83,1.66,False,United Kingdom
542370,22613,13004.0,2011-01-27 13:23:00,2011,1,2011-01,12,0.85,10.2,False,United Kingdom
542397,22934,13328.0,2011-01-27 15:22:00,2011,1,2011-01,48,2.55,122.39999999999999,False,United Kingdom
542401,21154,14541.0,2011-01-27 15:51:00,2011,1,2011-01,1,1.25,1.25,False,United Kingdom
542401,21329,14541.0,2011-01-27 15:51:00,2011,1,2011-01,1,1.65,1.65,False,United Kingdom
542409,22262,15311.0,2011-01-27 16:30:00,2011,1,2011-01,7,0.85,5.95,False,United Kingdom
542412,85206A,16725.0,2011-01-27 16:49:00,2011,1,2011-01,1,1.65,1.65,False,United Kingdom
542420,22348,17180.0,2011-01-27 18:05:00,2011,1,2011-01,6,0.85,5.1,False,United Kingdom
542423,22951,15057.0,2011-01-28 09:09:00,2011,1,2011-01,48,0.55,26.400000000000002,False,United Kingdom
542425,84380,12574.0,2011-01-28 09:20:00,2011,1,2011-01,12,1.25,15.0,False,France
542541,22079,,2011-01-28 14:25:00,2011,1,2011-01,1,3.29,3.29,False,United Kingdom
542541,22310,,2011-01-28 14:25:00,2011,1,2011-01,4,3.29,13.16,False,United Kingdom
542542,22728,12431.0,2011-01-28 14:37:00,2011,1,2011-01,4,3.75,15.0,False,Australia
542611,22109,15415.0,2011-01-30 14:13:00,2011,1,2011-01,1,3.75,3.75,False,United Kingdom
542620,22171,13089.0,2011-01-31 08:56:00,2011,1,2011-01,2,8.5,17.0,False,United Kingdom
542622,15036,,2011-01-31 09:09:00,2011,1,2011-01,11,1.25,13.75,False,United Kingdom
542624,21890,,2011-01-31 09:48:00,2011,1,2011-01,1,5.79,5.79,False,United Kingdom
542629,22629,12731.0,2011-01-31 09:57:00,2011,1,2011-01,24,1.95,46.8,False,France
542649,84596F,17373.0,2011-01-31 11:46:00,2011,1,2011-01,8,1.25,10.0,False,United Kingdom
542662,22960,18145.0,2011-01-31 12:10:00,2011,1,2011-01,6,4.25,25.5,False,United Kingdom
542667,20726,17068.0,2011-01-31 12:16:00,2011,1,2011-01,10,1.65,16.5,False,United Kingdom
542691,84978,13408.0,2011-01-31 12:34:00,2011,1,2011-01,72,1.06,76.32000000000001,False,United Kingdom
542737,22970,15058.0,2011-01-31 15:52:00,2011,1,2011-01,1,2.55,2.55,False,United Kingdom
542777,21470,14911.0,2011-02-01 08:31:00,2011,2,2011-02,6,3.75,22.5,False,EIRE
542794,85131A,,2011-02-01 10:56:00,2011,2,2011-02,2,0.83,1.66,False,United Kingdom
542862,22497,14606.0,2011-02-01 11:51:00,2011,2,2011-02,1,4.25,4.25,False,United Kingdom
542890,21169,15311.0,2011-02-01 13:25:00,2011,2,2011-02,5,1.69,8.45,False,United Kingdom
542891,21497,16705.0,2011-02-01 13:26:00,2011,2,2011-02,25,0.42,10.5,False,United Kingdom
542893,21136,18202.0,2011-02-01 13:36:00,2011,2,2011-02,16,1.69,27.04,False,United Kingdom
542898,22796,16110.0,2011-02-01 14:01:00,2011,2,2011-02,1,9.95,9.95,False,United Kingdom
542929,22500,17811.0,2011-02-02 10:34:00,2011,2,2011-02,1,4.95,4.95,False,United Kingdom
542931,22892,15589.0,2011-02-02 10:46:00,2011,2,2011-02,12,1.25,15.0,False,United Kingdom
542944,84755,17560.0,2011-02-02 11:14:00,2011,2,2011-02,32,0.65,20.8,False,United Kingdom
542996,21385,15046.0,2011-02-02 12:10:00,2011,2,2011-02,24,0.85,20.4,False,United Kingdom
542998,84378,,2011-02-02 12:16:00,2011,2,2011-02,2,3.29,6.58,False,United Kingdom
543013,84535B,,2011-02-02 13:35:00,2011,2,2011-02,1,1.46,1.46,False,United Kingdom
543021,22030,15421.0,2011-02-02 14:36:00,2011,2,2011-02,12,0.42,5.04,False,United Kingdom
543021,22352,15421.0,2011-02-02 14:36:00,2011,2,2011-02,6,2.55,15.299999999999999,False,United Kingdom
543036,21174,17223.0,2011-02-02 15:57:00,2011,2,2011-02,1,1.95,1.95,False,United Kingdom
543036,22132,17223.0,2011-02-02 15:57:00,2011,2,2011-02,6,0.85,5.1,False,United Kingdom
543040,21975,17337.0,2011-02-02 17:06:00,2011,2,2011-02,1,0.55,0.55,False,United Kingdom
543054,21080,13394.0,2011-02-03 10:39:00,2011,2,2011-02,12,0.85,10.2,False,United Kingdom
543097,90208,,2011-02-03 11:41:00,2011,2,2011-02,1,2.48,2.48,False,United Kingdom
543098,22729,13102.0,2011-02-03 11:49:00,2011,2,2011-02,4,3.75,15.0,False,United Kingdom
543098,21068,13102.0,2011-02-03 11:49:00,2011,2,2011-02,12,1.25,15.0,False,United Kingdom
543099,22699,16684.0,2011-02-03 12:00:00,2011,2,2011-02,72,2.55,183.6,False,United Kingdom
543121,22505,12662.0,2011-02-03 13:58:00,2011,2,2011-02,4,4.95,19.8,False,Germany
543124,22171,15311.0,2011-02-03 14:15:00,2011,2,2011-02,2,8.5,17.0,False,United Kingdom
543164,22789,13208.0,2011-02-03 19:32:00,2011,2,2011-02,4,1.95,7.8,False,United Kingdom
543166,22846,13488.0,2011-02-04 08:27:00,2011,2,2011-02,1,16.95,16.95,False,United Kingdom
543172,22149,,2011-02-04 09:11:00,2011,2,2011-02,1,4.96,4.96,False,United Kingdom
543172,22197,,2011-02-04 09:11:00,2011,2,2011-02,6,1.63,9.78,False,United Kingdom
543182,21975,,2011-02-04 10:40:00,2011,2,2011-02,1,1.25,1.25,False,United Kingdom
543197,22929,12842.0,2011-02-04 12:36:00,2011,2,2011-02,1,65.0,65.0,False,United Kingdom
543251,22698,14194.0,2011-02-04 14:51:00,2011,2,2011-02,6,2.95,17.700000000000003,False,United Kingdom
543251,22383,14194.0,2011-02-04 14:51:00,2011,2,2011-02,10,1.65,16.5,False,United Kingdom
543255,21165,13050.0,2011-02-04 15:43:00,2011,2,2011-02,12,1.69,20.28,False,United Kingdom
543275,90010E,13584.0,2011-02-06 12:49:00,2011,2,2011-02,1,8.95,8.95,False,United Kingdom
543277,21657,15808.0,2011-02-06 14:33:00,2011,2,2011-02,2,6.95,13.9,False,United Kingdom
543354,22089,13458.0,2011-02-07 13:50:00,2011,2,2011-02,6,2.95,17.700000000000003,False,United Kingdom
543354,84520B,13458.0,2011-02-07 13:50:00,2011,2,2011-02,12,0.85,10.2,False,United Kingdom
543428,22804,17787.0,2011-02-08 11:36:00,2011,2,2011-02,4,2.95,11.8,False,United Kingdom
543459,21080,12599.0,2011-02-08 13:28:00,2011,2,2011-02,24,0.85,20.4,False,France
543466,22481,16713.0,2011-02-08 14:34:00,2011,2,2011-02,12,1.25,15.0,False,United Kingdom
543467,21790,,2011-02-08 14:35:00,2011,2,2011-02,2,1.63,3.26,False,United Kingdom
543470,84380,16951.0,2011-02-08 14:58:00,2011,2,2011-02,12,1.25,15.0,False,United Kingdom
543518,85232A,12753.0,2011-02-09 11:21:00,2011,2,2011-02,24,4.25,102.0,False,Japan
543533,85040a,,2011-02-09 13:00:00,2011,2,2011-02,1,3.29,3.29,False,United Kingdom
543535,82582,17537.0,2011-02-09 13:37:00,2011,2,2011-02,1,2.1,2.1,False,United Kingdom
543544,22436,,2011-02-09 15:39:00,2011,2,2011-02,1,0.65,0.65,False,United Kingdom
543602,22435,15570.0,2011-02-10 13:34:00,2011,2,2011-02,5,1.25,6.25,False,United Kingdom
C543611,21730,17850.0,2011-02-10 14:38:00,2011,2,2011-02,-1,4.95,-4.95,True,United Kingdom
543629,84987,,2011-02-10 15:55:00,2011,2,2011-02,1,3.75,3.75,False,United Kingdom
543630,21446,15046.0,2011-02-10 16:01:00,2011,2,2011-02,2,1.25,2.5,False,United Kingdom
543631,22893,14081.0,2011-02-10 16:17:00,2011,2,2011-02,12,0.42,5.04,False,United Kingdom
C543635,84949,13894.0,2011-02-10 16:33:00,2011,2,2011-02,-6,1.65,-9.899999999999999,True,United Kingdom
543652,20676,15544.0,2011-02-11 10:15:00,2011,2,2011-02,8,1.25,10.0,False,United Kingdom
543653,22649,14796.0,2011-02-11 10:26:00,2011,2,2011-02,1,4.95,4.95,False,United Kingdom
543653,22174,14796.0,2011-02-11 10:26:00,2011,2,2011-02,1,1.65,1.65,False,United Kingdom
543737,22366,12477.0,2011-02-11 12:45:00,2011,2,2011-02,8,7.95,63.6,False,Germany
543770,20718,13875.0,2011-02-11 15:39:00,2011,2,2011-02,10,1.25,12.5,False,United Kingdom
543801,22358,17811.0,2011-02-13 11:52:00,2011,2,2011-02,1,2.95,2.95,False,United Kingdom
543803,85017B,17126.0,2011-02-13 12:05:00,2011,2,2011-02,2,0.85,1.7,False,United Kingdom
543812,21790,17472.0,2011-02-13 14:40:00,2011,2,2011-02,1,0.85,0.85,False,United Kingdom
543816,22953,17841.0,2011-02-13 15:26:00,2011,2,2011-02,3,1.25,3.75,False,United Kingdom
543909,22858,,2011-02-14 12:32:00,2011,2,2011-02,6,1.45,8.7,False,United Kingdom
543978,20969,12867.0,2011-02-14 15:37:00,2011,2,2011-02,4,3.75,15.0,False,United Kingdom
543979,85114A,14606.0,2011-02-14 15:43:00,2011,2,2011-02,5,1.65,8.25,False,United Kingdom
543985,85049G,,2011-02-15 09:44:00,2011,2,2011-02,1,2.46,2.46,False,United Kingdom
543988,22698,14849.0,2011-02-15 09:50:00,2011,2,2011-02,6,2.95,17.700000000000003,False,United Kingdom
543995,22726,13408.0,2011-02-15 10:45:00,2011,2,2011-02,12,3.75,45.0,False,United Kingdom
543997,21086,17348.0,2011-02-15 10:49:00,2011,2,2011-02,4,0.65,2.6,False,United Kingdom
544074,22773,14156.0,2011-02-15 14:49:00,2011,2,2011-02,12,1.25,15.0,False,EIRE
544077,85186C,14825.0,2011-02-15 15:04:00,2011,2,2011-02,4,0.42,1.68,False,United Kingdom
544089,84946,,2011-02-15 17:51:00,2011,2,2011-02,27,2.46,66.42,False,United Kingdom
544098,22432,16019.0,2011-02-16 10:04:00,2011,2,2011-02,6,1.95,11.7,False,United Kingdom
544150,22180,14180.0,2011-02-16 11:59:00,2011,2,2011-02,1,9.95,9.95,False,United Kingdom
544157,22544,12372.0,2011-02-16 12:46:00,2011,2,2011-02,24,0.42,10.08,False,Denmark
544161,20728,16875.0,2011-02-16 12:59:00,2011,2,2011-02,10,1.65,16.5,False,United Kingdom
544167,21217,14755.0,2011-02-16 13:14:00,2011,2,2011-02,1,9.95,9.95,False,United Kingdom
544206,22893,,2011-02-17 10:33:00,2011,2,2011-02,5,0.83,4.1499999999999995,False,United Kingdom
544207,21559,,2011-02-17 10:34:00,2011,2,2011-02,1,4.96,4.96,False,United Kingdom
544214,22549,,2011-02-17 11:19:00,2011,2,2011-02,3,2.46,7.38,False,United Kingdom
544214,22694,,2011-02-17 11:19:00,2011,2,2011-02,2,3.29,6.58,False,United Kingdom
544271,21245,17083.0,2011-02-17 11:46:00,2011,2,2011-02,8,1.69,13.52,False,United Kingdom
544304,72351A,18125.0,2011-02-17 13:47:00,2011,2,2011-02,2,2.1,4.2,False,United Kingdom
544311,22680,17841.0,2011-02-17 14:19:00,2011,2,2011-02,1,1.25,1.25,False,United Kingdom
544322,79000,14211.0,2011-02-17 15:50:00,2011,2,2011-02,24,0.85,20.4,False,United Kingdom
544323,22616,,2011-02-17 15:51:00,2011,2,2011-02,1,0.83,0.83,False,United Kingdom
544338,22644,12852.0,2011-02-18 08:47:00,2011,2,2011-02,24,1.45,34.8,False,United Kingdom
544339,22699,15228.0,2011-02-18 09:04:00,2011,2,2011-02,6,2.95,17.700000000000003,False,United Kingdom
544398,85188A,15311.0,2011-02-18 12:27:00,2011,2,2011-02,4,0.85,3.4,False,United Kingdom
544434,90214C,,2011-02-18 16:12:00,2011,2,2011-02,1,0.83,0.83,False,United Kingdom
544434,22570,,2011-02-18 16:12:00,2011,2,2011-02,3,3.75,11.25,False,United Kingdom
544452,85125,14162.0,2011-02-20 12:32:00,2011,2,2011-02,2,4.95,9.9,False,United Kingdom
544453,22117,17214.0,2011-02-20 13:06:00,2011,2,2011-02,2,2.95,5.9,False,United Kingdom
544453,21034,17214.0,2011-02-20 13:06:00,2011,2,2011-02,1,0.95,0.95,False,United Kingdom
544454,85049F,13301.0,2011-02-20 13:13:00,2011,2,2011-02,2,1.25,2.5,False,United Kingdom
544461,22675,13744.0,2011-02-20 14:08:00,2011,2,2011-02,24,1.25,30.0,False,United Kingdom
544462,22442,17050.0,2011-02-20 14:21:00,2011,2,2011-02,2,7.95,15.9,False,United Kingdom
544467,22464,14502.0,2011-02-20 15:51:00,2011,2,2011-02,1,1.65,1.65,False,United Kingdom
544470,22520,12707.0,2011-02-21 08:38:00,2011,2,2011-02,12,0.85,10.2,False,France
544472,22957,15129.0,2011-02-21 09:09:00,2011,2,2011-02,6,2.95,17.700000000000003,False,United Kingdom
544484,22379,15321.0,2011-02-21 11:10:00,2011,2,2011-02,50,1.85,92.5,False,United Kingdom
544484,21592,15321.0,2011-02-21 11:10:00,2011,2,2011-02,24,1.25,30.0,False,United Kingdom
544573,22960,12621.0,2011-02-21 13:40:00,2011,2,2011-02,6,4.25,25.5,False,Germany
544586,22173,17338.0,2011-02-21 15:04:00,2011,2,2011-02,2,2.95,5.9,False,United Kingdom
544598,20713,,2011-02-21 18:10:00,2011,2,2011-02,1,4.13,4.13,False,United Kingdom
544599,22974,,2011-02-21 18:15:00,2011,2,2011-02,1,3.29,3.29,False,United Kingdom
544637,22933,16546.0,2011-02-22 11:20:00,2011,2,2011-02,18,2.95,53.1,False,United Kingdom
544646,71038,17075.0,2011-02-22 12:06:00,2011,2,2011-02,4,5.45,21.8,False,United Kingdom
544659,84819,18114.0,2011-02-22 13:20:00,2011,2,2011-02,1,4.25,4.25,False,United Kingdom
544684,22635,,2011-02-22 16:32:00,2011,2,2011-02,1,19.96,19.96,False,United Kingdom
544687,22041,13184.0,2011-02-22 17:25:00,2011,2,2011-02,2,2.55,5.1,False,United Kingdom
544695,20728,14276.0,2011-02-23 09:38:00,2011,2,2011-02,10,1.65,16.5,False,United Kingdom
544724,85152,15605.0,2011-02-23 10:46:00,2011,2,2011-02,24,2.1,50.400000000000006,False,United Kingdom
544766,22041,,2011-02-23 11:09:00,2011,2,2011-02,1,4.96,4.96,False,United Kingdom
544769,22333,16422.0,2011-02-23 11:11:00,2011,2,2011-02,48,1.45,69.6,False,United Kingdom
544776,84997d,,2011-02-23 11:39:00,2011,2,2011-02,5,8.29,41.449999999999996,False,United Kingdom
544776,21082,,2011-02-23 11:39:00,2011,2,2011-02,1,1.63,1.63,False,United Kingdom
544778,21868,14978.0,2011-02-23 12:03:00,2011,2,2011-02,2,1.25,2.5,False,United Kingdom
544790,21060,16940.0,2011-02-23 12:27:00,2011,2,2011-02,2,0.85,1.7,False,United Kingdom
C544814,M,15590.0,2011-02-23 16:36:00,2011,2,2011-02,-1,30.19,-30.19,True,United Kingdom
544888,20998,14231.0,2011-02-24 11:55:00,2011,2,2011-02,6,2.95,17.700000000000003,False,United Kingdom
544928,47559B,,2011-02-24 18:07:00,2011,2,2011-02,3,2.46,7.38,False,United Kingdom
544935,84879,13870.0,2011-02-25 09:09:00,2011,2,2011-02,8,1.69,13.52,False,United Kingdom
544942,22029,15544.0,2011-02-25 10:29:00,2011,2,2011-02,12,0.42,5.04,False,United Kingdom
545011,47566,13666.0,2011-02-25 13:05:00,2011,2,2011-02,1,4.95,4.95,False,United Kingdom
545021,85170C,17663.0,2011-02-25 14:11:00,2011,2,2011-02,6,2.1,12.600000000000001,False,United Kingdom
545027,21244,,2011-02-25 14:59:00,2011,2,2011-02,7,3.29,23.03,False,United Kingdom
545035,85152,15078.0,2011-02-25 17:03:00,2011,2,2011-02,12,2.1,25.200000000000003,False,United Kingdom
545035,82600,15078.0,2011-02-25 17:03:00,2011,2,2011-02,6,2.1,12.600000000000001,False,United Kingdom
545036,82578,14573.0,2011-02-25 17:25:00,2011,2,2011-02,2,0.55,1.1,False,United Kingdom
